date,指数,close,turnover_rate,volume_ratio,pb,ps
20210301,267.8723496869882,67.14402385285146,3.031712903378029,0.8823642461027492,8.310576645523753,8.704908528982674
20210302,270.3074737133013,67.31716528528388,3.3141152859645637,1.1545160843300162,8.356400964318059,8.843522730774115
20210303,269.2467503007838,65.4527255676864,3.390824522869369,0.9622057413389272,8.164481549396807,8.680090772672221
20210304,253.472905185836,58.01996844831847,3.946238133073858,1.413406562295254,7.3113581154070495,7.852467591282144
20210305,255.4333746534176,58.910536410396595,3.2095959808955943,1.1267658126223454,7.38753936997093,7.81765940665822
20210308,241.8273080722322,51.09581807426982,3.8087271448051903,1.5455939534060457,6.524098516248327,7.116227400966696
20210309,234.6954816005517,46.9955205360772,6.032704456357987,1.813683509496224,6.069647404196425,6.705164883523944
20210310,235.7219296169814,47.83105983966835,4.479113983112568,1.1945549213744149,6.138241248544603,6.7085282893357565
20210311,244.8771877410047,50.309341857089365,4.502643606799314,1.1442790565606888,6.452643896427651,7.090475154505675
20210312,249.7816648571716,51.571194002236844,4.1330169418036435,0.9576874107121692,6.6379305298088,7.400184597654893
20210315,235.6976300932396,45.15529495617627,5.389516303737691,0.9925308086661864,5.916855451881476,6.704940165202142
20210316,239.4998591751129,44.373546687012464,4.855865671349103,0.843407778671321,5.889187568515213,6.8364993169163935
20210317,239.6636387269171,45.274114061858256,4.9633645665608555,0.7682083973965965,6.009888735123882,7.039288569668682
20210318,241.1996912467728,45.339125800491686,4.727185037387733,0.8384604196548795,6.0809582323235,7.321525539506117
20210319,237.4183432146819,42.54895698022125,4.34744419928279,0.964420598139091,5.854055974587992,7.3861663248754414
20210322,245.2372295548658,42.69611461105684,3.572292781772388,0.9032314427023692,5.968662636419094,7.776428948638824
20210323,244.3630289420628,41.65069342924772,6.277640682249983,0.9802873462392414,5.961920515728563,8.154017127895807
20210324,240.4340519538238,40.46989545102594,5.707582783054452,0.8806970859910004,5.712096566780728,7.567830813689285
20210325,238.0624707608002,40.899625226861346,5.577917496054583,0.8437049121222018,5.799032601044071,7.7842431960010385
20210326,246.3109092629302,42.88521160780935,5.214624608463592,1.2469988664733738,5.965058437018995,7.737920313661101
20210329,248.8041904041439,42.5186488516329,6.34084383450302,1.0002157010362958,6.033061238425852,8.156169486630512
20210330,257.0149467412562,47.725381098378705,6.104747291780738,1.4172676012707728,6.509408292620394,8.262966034551775
20210331,256.1677981578407,48.08387068698373,5.280532156627537,1.0294946587320664,6.570725213426836,8.377183531352406
20210401,260.0872611822605,49.87659517439054,4.282680586793407,0.9036410111307356,6.845380841142365,8.450437220652415
20210402,256.5125493718438,49.698723723864056,3.6879703580448084,0.8111091606522406,6.781291305092446,8.235507275138465
20210406,265.784744537106,52.39494226701056,4.259303697210244,1.0146610776219769,7.137562871094207,8.728766896861478
20210407,263.0012092137898,49.08548566873638,3.952665332432388,1.0171722236886078,6.863798582159243,8.818770807058108
20210408,256.8688892007435,48.54125832277514,4.8500086264626905,0.9045804641778448,6.7277489368420325,8.412778737429775
20210409,251.0871879802795,45.769184807546274,3.552363964190942,0.9095529320787296,6.41054646493654,8.126211341296385
20210412,247.105105572746,44.24738169294302,3.7360203345814273,0.9473142190732696,6.2350208928906,7.368623598323499
20210413,242.7834039085575,44.730082587250436,3.0283790760120106,0.7243207068067692,6.181862159543715,7.153397731792187
20210414,245.4486976960324,44.93986771260779,3.6046553728191437,0.8557933676345945,6.255486240401343,7.302929007928947
20210415,249.7614582854993,48.415705294470904,3.4523956442406107,1.2134898867250763,6.573569571893344,7.502006754844438
20210416,249.0712957197331,47.20363087750555,2.4806173868051187,0.9305014105782016,6.423330065753231,7.306059235745343
20210419,257.2176966557713,50.11593242755169,2.7754501497587585,1.2033763728731286,6.7729937698983935,7.620800875391709
20210420,261.2793824547252,52.11865605606718,3.1177936981627243,1.2190755639327713,7.032402666916134,7.836794562603794
20210421,259.0228048762398,52.4508169816874,2.8984453807835844,1.077405852343534,5.762525735352168,5.563086831344021
20210422,256.5696295184591,51.09679760320305,2.1665443249149305,0.7910479596194435,5.636197437101427,5.439651616239568
20210423,257.1664740155704,52.322970215435326,2.189039194044617,0.8083362419261532,5.710749945864074,5.389906664733381
20210426,256.2811159904876,51.9185900431153,2.2131219614068294,0.9040159899584465,5.674953021822233,5.376121823289711
20210427,254.4724709919562,52.500348421867436,2.0410316434857174,0.8178597199317006,5.6647482153331055,5.251738341433675
20210428,259.6192077113919,54.36709193818653,2.0806657539275326,1.0838372439150228,5.829810404203707,5.38019710586484
20210429,257.9663304957714,54.11720343655864,1.6975402519516902,0.8985240000192001,5.790953003080966,5.347655840913909
20210430,263.8519666202735,58.37565938121662,2.334771318035026,1.3162681536297745,6.134270859134811,5.550878643503896
20210506,265.4496544145639,58.648899842475345,2.385569649401732,1.1681757677631153,6.147562125938907,5.6361664402091245
20210507,260.8359780802473,56.16007029199583,2.230207152120321,1.021271648261327,5.921943188308037,5.4628662775015036
20210510,263.3208654466556,56.58599774347218,2.638082777601854,0.9541293493597682,6.012903991464971,5.6545505370531215
20210511,263.4179347405295,55.29662184202107,2.844527453256253,0.9677770004567626,5.939174501140294,5.6677853492036245
20210512,262.8374180924129,55.714941888129616,1.730893899250354,0.6105790287847529,5.942708739109036,5.591374620324037
20210513,258.4146341195911,54.34893112097605,1.6411344573478284,0.7578582089253169,5.802538069072048,5.454574796469876
20210514,262.2817454034277,55.06291740467821,1.7767211418205031,1.0586112707907191,5.873624077703087,5.506707578852311
20210517,267.5658442145281,57.77864421154754,2.077270769077867,1.3489049454708348,6.093577333750028,5.616787163813513
20210518,267.9112452272728,57.94754652133571,1.8925497673118816,1.0206247391369068,6.1178309641796975,5.673034742401827
20210519,273.5250004018189,58.20585775720135,2.79889889404625,1.2948912996284097,6.205294713150773,5.844401279454941
20210520,269.1826516260398,57.01821993907149,2.9977529065565287,1.2427240936091368,6.085176916281595,5.7215400813971575
20210521,269.8285994469177,56.80049861656768,3.363030970048236,1.2668827140752388,6.0965709507169565,5.820774432839543
20210524,265.7722384299237,55.16839907272316,2.9657019006812786,1.0933602038138996,5.9471772867540365,5.691191501820008
20210525,267.5752146954935,56.54843559738118,2.673396517460973,1.298858540485919,6.049126984032537,5.718310195870321
20210526,266.8213820813348,54.72449944564507,2.491496272869164,0.8914456631025253,5.915057244507567,5.660545287555107
20210527,266.3566165408467,54.036499630780106,2.204011220183451,0.8467676201866381,5.854476384532231,5.602852174672684
